source_platform,listing_url,listing_id,broker_reference,permit_number,property_number,plot_number,building,unit,cpid,source,freshness,confidence,verified_by,bridge_status,missing_bridge_fields
bayut.com,,11178503,10306-9keGaS,,,,Woroud 5,,CPID-HASH-60af21e348c769e3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12292446,10306-hO0kju,,,,Al Majaz 3,,CPID-HASH-621d48a6f7a36c2d,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8554266,10306-jpnDM4,,,,Noor Residences,,CPID-HASH-624858988cb5ea8f,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11221845,homesweet-12106572,,,,Ellington House 2,,CPID-HASH-636b7154db3fb4c3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12320667,10306-e7Ad1O,,,,Azure Beach Residence by Eagle Hills,,CPID-HASH-644c7ad10433e89e,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8382678,10306-a02HeK,,,,,,CPID-HASH-6451fb560716c0cb,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8557134,10306-yJHZPd,,,,Al Mamsha,,CPID-HASH-66240ac1d7511057,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11582385,10306-57lBo2,,,,Al Zahia,,CPID-HASH-6a11b1b284a9e8d8,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11960191,10306-HpvOjc,,,,Damac Maison Prive Tower B,,CPID-HASH-6a2d0395b12ebd69,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12491000,10306-xVixC5,,,,Sharjah Sustainable City,,CPID-HASH-6adb88b0ff0e4f99,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8871865,10306-1wSuSC,,,,East Village,,CPID-HASH-6b6c247ebed8fff1,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12801373,10306-gXmQWX,,,,Montiva,,CPID-HASH-6f42a726859afd3c,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8565096,10306-bIU6Ox,,,,Sama Residence,,CPID-HASH-6fdab50c7edd75fe,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8984422,10306-UmOIDg,,,,Sharjah Sustainable City,,CPID-HASH-70a89590c6a3901a,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12475855,10306-HPCgPC,,,,The Crest Tower C,,CPID-HASH-7114d5bce75f0b18,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8579844,10306-PHITNS,,,,Sharjah Sustainable City,,CPID-HASH-74f9169e5e7be91b,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12025118,10306-38X5QO,,,,Sharjah Sustainable City,,CPID-HASH-7662285327a1b5a8,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9179689,10306-5Ozvsa,,,,Tiraz,,CPID-HASH-773848ed22132e0f,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11330693,10306-18BWU2,,,,Sharjah Sustainable City,,CPID-HASH-7757bf4827f2bd20,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8556669,10306-N2JcIH,,,,Sokoon 1,,CPID-HASH-77a3b1aa37dfd21b,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11301393,10306-n9pu7k,,,,Tiraz,,CPID-HASH-79d90e7108786991,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12321346,10306-FSjleX,,,,Sharjah Sustainable City,,CPID-HASH-7a372d103cc27dae,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8921643,10306-vMDi30,,,,Mesk Residences,,CPID-HASH-7b628198ab6b9f58,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12014931,10306-SbUlMT,,,,City Walk Northline 1,,CPID-HASH-7c792b4575d44b12,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8133622,10306-pHkIH3,,,,,,CPID-HASH-7cfbc16c3d1ad359,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8857589,10306-MrRGgc,,,,Sharjah Sustainable City,,CPID-HASH-810bbd5dfb2c50af,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12111473,10306-to38YJ,,,,One Park Square by Iman,,CPID-HASH-8246cd5956080372,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11847141,10306-qWLsAl,,,,Lume Residences,,CPID-HASH-82b0ba8d984834b5,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11635671,10306-zThBSH,,,,Al Zahia,,CPID-HASH-8358d968ffcc3ae6,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11326186,10306-sU0wcz,,,,Robinia,,CPID-HASH-85df066589b087bc,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12151193,10306-9Scuwq,,,,O Ten,,CPID-HASH-8b002ec023325fbc,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11222060,homesweet-11868269,,,,One Park Square by Iman,,CPID-HASH-8b2c3536aba073cf,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11221856,homesweet-12433602,,,,Park Heights 2,,CPID-HASH-8c3bedb2c2341f7e,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11703098,10306-QaxiDU,,,,Robinia,,CPID-HASH-8c4803109ee66b4c,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11267260,10306-PfzqXo,,,,Nasaq 3,,CPID-HASH-8c5dc0fa704b4748,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9213420,10306-cKUOhZ,,,,Souks Residential,,CPID-HASH-8d6970f947632c1d,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9062581,10306-k5jV88,,,,Kaya,,CPID-HASH-8e2e9269a14eb03d,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11536777,10306-RXHPzl,,,,Samana Golf Avenue,,CPID-HASH-91fada3ce6a81f92,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8589977,10306-OQSiRY,,,,The Riff 3,,CPID-HASH-92a7ad9ca5ea5f65,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8857482,10306-vEY5oJ,,,,Sharjah Sustainable City,,CPID-HASH-93826c05e2aa2405,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8698870,10306-rBCtY7,,,,The Solo 5,,CPID-HASH-9454cf20d4fe060a,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12076830,10306-SLdbcq,,,,Zaya Hameni,,CPID-HASH-96a35522fd4d1505,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12184219,10306-D4J1uX,,,,Residences 14,,CPID-HASH-9721b821980121d0,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9159138,10306-5RyJLV,,,,Sendian Villas,,CPID-HASH-98718dc1413b2537,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12262229,10306-ijaJ73,,,,Al Lilac,,CPID-HASH-9bc3f201daa1d811,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8625617,10306-SMiwVu,,,,Robinia,,CPID-HASH-9dc7c5a50753a06d,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12184163,10306-wx2uSS,,,,Burj Crown,,CPID-HASH-9debb5c2eb268a67,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8805230,10306-CPmNA8,,,,Kaya,,CPID-HASH-9dfd14a3145a917c,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9099980,10306-bFZQ6I,,,,Sharjah Sustainable City,,CPID-HASH-9fb37042e8f52b02,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9198116,10306-xq7T7S,,,,Hayyan,,CPID-HASH-a0527e45e669fa81,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12112593,10306-fphQX8,,,,One Park Central,,CPID-HASH-a1d323b231675331,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12280631,10306-OxWMOb,,,,Sharjah Sustainable City,,CPID-HASH-a34730d49aaf95fb,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9241770,10306-Pe0Ih0,,,,,,CPID-HASH-a5e64e1dfe6236c5,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8138215,10306-Wi9QRZ,,,,Maryam Island,,CPID-HASH-a6aae07ad39878f8,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8942392,10306-47diAl,,,,Misk Apartments,,CPID-HASH-a7cd1f975683c617,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12947722,10306-GRS1T7,,,,Binghatti Haven,,CPID-HASH-a8709031334e1094,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8871539,10306-kc7k14,,,,Indigo Beach Residence,,CPID-HASH-a88eb8e83538c2bb,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12874114,10306-Je0C7M,,,,Sharjah Sustainable City,,CPID-HASH-abb7e00e6c27e9c9,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8422547,10306-SYsVGl,,,,Saro,,CPID-HASH-abe101dc8ba33348,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9274870,10306-aEvshc,,,,The Gate,,CPID-HASH-acf6f376baba12aa,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12240360,10306-jOMgRP,,,,Robinia,,CPID-HASH-adc4e4593f26b3c9,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11221876,homesweet-13288121,,,,One Park Central,,CPID-HASH-b3066fa45c179fd9,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12891747,10306-IF7GB3,,,,The Square Tower,,CPID-HASH-b3c8d4e4c27506fd,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12440324,10306-kptxJp,,,,The Riff 3,,CPID-HASH-b6759ecf82477f7a,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9153225,10306-QFCByC,,,,Sendian Villas,,CPID-HASH-b778ad5f71b3b737,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8565032,10306-XNN3cH,,,,Sapphire Beach Residence by Eagle Hills,,CPID-HASH-b7e9313c12f48f38,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8636966,10306-jTKapE,,,,Woroud,,CPID-HASH-b860546db8a39a7b,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,6565795,2197-Vl-S-0746,,,,Sharjah Sustainable City,,CPID-HASH-b99ea797186fc6f0,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11847071,10306-0fy9ZL,,,,Lume Residences,,CPID-HASH-bb56070a9dc890ae,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11825992,10306-cAo87x,,,,One Park Square by Iman,,CPID-HASH-bcfd9b5921fbdd51,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9102153,10306-ROhUks,,,,Sharjah Sustainable City,,CPID-HASH-bdbe51a00b422a3a,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8667934,10306-dR9Doa,,,,Sendian Villas,,CPID-HASH-c0dac941717710c0,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12732848,10306-7wEi4d,,,,Quortaj,,CPID-HASH-c1d44c5e3aa75bad,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12675793,10306-FyIPbW,,,,Provenza Residences,,CPID-HASH-c2163c7536614db4,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9197715,10306-tw3mYX,,,,Indigo Beach Residence,,CPID-HASH-c2bc526034a81f42,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8987013,10306-0Kf26G,,,,Sharjah Sustainable City,,CPID-HASH-c54d8a0ebbac0544,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9099464,10306-opi0UI,,,,Masaar,,CPID-HASH-c93b95e98ec66c51,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11320482,10306-Pdvvcb,,,,Kaya,,CPID-HASH-cc0064fd2c5720d7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11299647,10306-oYpjsz,,,,RB 4,,CPID-HASH-cd90fab19688d839,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11221857,homesweet-12460311,,,,Sidra 1,,CPID-HASH-cdc9c7e3df802d00,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,6574194,2197-Ap-S-0754,,,,Sokoon 1,,CPID-HASH-ceb6c96b24c735ba,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11209553,10306-Cbibur,,,,Al Khan,,CPID-HASH-d2efbf4530a7cb7d,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8707815,10306-wnEwp8,,,,Misk 4,,CPID-HASH-d30a596249aecc26,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8697407,10306-Zwab5j,,,,Sendian Villas,,CPID-HASH-d60192fd1a7760f9,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9206529,10306-QzQZ7O,,,,Sharjah Sustainable City,,CPID-HASH-dba8a1e30ec4979f,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8670426,10306-WSqtj4,,,,The Gate,,CPID-HASH-dce5776e878144de,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11910628,10306-FCe7Cb,,,,RA 4,,CPID-HASH-dd60ce5cc7c068e3,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,7941939,10306-V09gc9,,,,Robinia,,CPID-HASH-dd8d990d30e197cf,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12450253,10306-aOGI5f,,,,Electra,,CPID-HASH-de545ddef1d929b7,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8857109,10306-AqVG2X,,,,Sapphire Beach Residence by Eagle Hills,,CPID-HASH-de8fd20e0b1d94e2,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9439164,10306-zt1qXV,,,,Sapphire Beach Residence by Eagle Hills,,CPID-HASH-e00227f325056dff,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,7878430,10306-xvMQi1,,,,The Boulevard 3,,CPID-HASH-e38654c461210b98,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9098625,10306-bhBDbf,,,,,,CPID-HASH-e5c9271a1fb7319d,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8973545,10306-JNsloi,,,,Shams Residences,,CPID-HASH-e7089a8da7d120a5,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9005878,10306-WlWpyS,,,,Sharjah Sustainable City,,CPID-HASH-e8aba0558b2f4599,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11368910,10306-CQxeix,,,,Rehan Apartments,,CPID-HASH-ea22c03b29a5eaad,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11321942,10306-XQUfFC,,,,Sharjah Sustainable City,,CPID-HASH-ea48c5f572b5a64c,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8938404,10306-4Dac8y,,,,Tiraz,,CPID-HASH-eca297306106dd95,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,6574163,2197-Ap-S-0753,,,,Sokoon 1,,CPID-HASH-ecb1e7e81655e6e2,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12285089,10306-Gkit5W,,,,Greenside Residence Tower B,,CPID-HASH-ee3ef2272c177196,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12631640,10306-dnrP7q,,,,Sky Vista,,CPID-HASH-ee7fb84423437669,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,7740425,10306-crtbiA,,,,Al Zahia,,CPID-HASH-ef2696a30c26e9e5,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9021652,10306-s2b1Ej,,,,Maryam Island,,CPID-HASH-f0325346d16a459a,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,8857482,10306-8ThRuO,,,,Sharjah Sustainable City,,CPID-HASH-f1201194e250f4fe,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11901590,10306-SzuEGr,,,,The Link 1,,CPID-HASH-f19c8a6af1f93826,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11221862,homesweet-12928314,,,,Park Lane Building 2,,CPID-HASH-f286f081a76e835b,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,6565768,2197-Ap-S-0749,,,,,,CPID-HASH-f2e60ba576cf5618,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12362698,10306-AWRZYd,,,,Terrazzo Residences,,CPID-HASH-f37c2da2f2437934,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,11221863,homesweet-13011022,,,,Azizi Gardens,,CPID-HASH-f5c2413e0ac69652,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12637847,10306-wZgG0D,,,,Sharjah Sustainable City,,CPID-HASH-f6b4ccfb785b40ca,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,9179564,10306-5AuonO,,,,Masaar,,CPID-HASH-f8faad1b2d3020f7,Listings (1).xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12112703,10306-eJ4kws,,,,One Park Central,,CPID-HASH-fcb32abe34e89e47,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12835135,10306-LqmDHt,,,,Green Park,,CPID-HASH-fbbe0b19b83ba159,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12692810,10306-Bzb8B1,,,,,,CPID-HASH-40eeda5ed022b691,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,,12887590,10306-TYYAjq,,,,Arabella 1,,CPID-HASH-4a838f661cd329f1,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/brokers/heba-salah-1076719/36b03501-563a-4219-98a3-8b8942eeb56d,1076719,,,,,,,CPID-HASH-bfd5ccee21de3dfd,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/brokers/omar-al-ahmar-2332721/23622e4e-cef2-4550-948d-b5cb77e4d8ae,2332721,,,,,,,CPID-HASH-f92524273411b63a,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/brokers/zaki-saleh-jawich-2025488/679bb390-18ed-450b-958d-ac6cb34a846a,2025488,,,,,,,CPID-HASH-9e9b9a715f243644,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11168167/82646ab4-51e1-4a27-8a2d-f8c4719a273d,11168167,10306-maTuJc,,,,Robinia,,CPID-HASH-55ab48aff49ec8ab,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11168167/bdbaab8a-7d6f-4310-8ad4-62dfc04c15e0,11168167,10306-maTuJc,,,,Robinia,,CPID-HASH-55ab48aff49ec8ab,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11221878/cc3a5632-6ab9-4dba-9159-fd4c630ae218,11221878,homesweet-13315865,,,,Chic Tower,,CPID-HASH-af7125d02a105abb,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11278895/ba727f5b-8deb-4f3c-9b71-49229e7feadc,11278895,10306-3bayYH,,,,RB 4,,CPID-HASH-2c0cfb5fe28ab0cf,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11278895/c1373e18-5c16-4afd-96f0-b83023b703da,11278895,10306-3bayYH,,,,RB 4,,CPID-HASH-2c0cfb5fe28ab0cf,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11278895/c786a24b-49af-413d-8e37-33e0e03fe37d,11278895,10306-3bayYH,,,,RB 4,,CPID-HASH-2c0cfb5fe28ab0cf,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11299647/69c0c106-8b0e-4e0e-9a10-cd8457ec41f5,11299647,10306-oYpjsz,,,,RB 4,,CPID-HASH-cd90fab19688d839,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11299647/6d13d435-e27b-4599-ad2e-ad4cc079f807,11299647,10306-oYpjsz,,,,RB 4,,CPID-HASH-cd90fab19688d839,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11334711/f2d42bdd-cb74-4bea-8eca-1654d8b7c465,11334711,10306-OIydQb,,,,The Solo 3,,CPID-HASH-1bb4229bfb0f711e,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11413706/98637e2f-80d8-4cd4-b4ee-251c8045c762,11413706,10306-PEPMHF,,,,Kaya,,CPID-HASH-bbd4a93706f97785,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11414465/812b2e80-3042-4109-be11-9e8468ac5dd3,11414465,10306-jR2aNH,,,,Rimal Residences,,CPID-HASH-373f20b015bbbb49,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11615516/2f5f93f8-ff97-4f17-9de9-9be49eb3cfee,11615516,10306-wngxO8,,,,Robinia,,CPID-HASH-b6e3bf7cf05241bd,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
bayut.com,https://www.bayut.com/ar/pm/11623670/bfd76601-cd1e-46cb-bca4-2ac6ce3abb6a,11623670,10306-TTcq37,,,,Tiraz 5,,CPID-HASH-a57085f809753a51,BAYUT OVER ALL LEAD.xlsx,2026-06-27,80,bridge_import,partial_bridge,hard_property_identifier
