source_platform,listing_url,listing_id,broker_reference,permit_number,property_number,plot_number,building_name,unit_number,canonical_property_id,confidence,source_updated_at,created_at,community,project_name,size_clues,price_clues,resolver_record_id,owner_contact_available,source_file,source_sheet,row_number,normalized_url,slug_clues,raw_payload_json,bridge_classification,bridge_id
bayut.com,https://www.bayut.com/pm/12824719/dde22b58-6152-4ad6-98b6-078f20c6e4b8,12824719,10306-4a6ETk,,,,Abbey Crescent 2,,CPID-HASH-3f83edbbb3c56ef3,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Motor City,Abbey Crescent 2,,1800000,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,39,https://www.bayut.com/pm/12824719/dde22b58-6152-4ad6-98b6-078f20c6e4b8,dde22b58 4ad6 98b6 078f20c6e4b8,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12824719/dde22b58-6152-4ad6-98b6-078f20c6e4b8"", ""listing_id"": ""12824719"", ""broker_reference"": ""10306-4a6ETk"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Abbey Crescent 2"", ""unit_number"": """", ""community"": ""Motor City"", ""project_name"": ""Abbey Crescent 2"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""1800000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""39"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-28\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""taymoor eltelmissany\"", \""Sender Number\"": \""971543142313\"", \""Listing ID\"": \""12824719\"", \""Reference No.\"": \""10306-4a6ETk\"", \""Property Type\"": \""Apartment\"", \""Purpose\"": \""For Sale\"", \""Price (AED)\"": \""1,800,000\"", \""Location\"": \""Motor City\"", \""Sub Location\"": \""Abbey Crescent 2\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Amr Burhani\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi, I am interested in your property on Bayut. Link: https://www.bayut.com/pm/12824719/dde22b58-6152-4ad6-98b6-078f20c6e4b8\\nReference no.: 10306-4a6ETk\"", \""Sent Time\"": \""2025-09-28 11:21:15\"", \""Delivered Time\"": \""2025-09-28 11:21:17\"", \""Read Time\"": \""2025-09-28 11:21:30\"", \""Agent Contacted Lead\"": \""2025-09-28 11:21:31\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,59ef898d51d9069c61457d83
bayut.com,https://www.bayut.com/pm/12887590/f3450ae9-2a50-4997-be17-6c334adb6989,12887590,10306-TYYAjq,,,,Arabella 1,,CPID-7f9f69f79ea5c7e8,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Mudon,Arabella 1,,210000,7f9f69f79ea5c7e8,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,40,https://www.bayut.com/pm/12887590/f3450ae9-2a50-4997-be17-6c334adb6989,f3450ae9 2a50 be17 6c334adb6989,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12887590/f3450ae9-2a50-4997-be17-6c334adb6989"", ""listing_id"": ""12887590"", ""broker_reference"": ""10306-TYYAjq"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Arabella 1"", ""unit_number"": """", ""community"": ""Mudon"", ""project_name"": ""Arabella 1"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""210000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""40"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-28\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""anything is possible\"", \""Sender Number\"": \""6585699464\"", \""Listing ID\"": \""12887590\"", \""Reference No.\"": \""10306-TYYAjq\"", \""Property Type\"": \""Townhouse\"", \""Purpose\"": \""For Rent\"", \""Price (AED)\"": \""210,000\"", \""Location\"": \""Mudon\"", \""Sub Location\"": \""Arabella 1\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Hassan Kazabr\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi, I am interested in your property on Bayut: https://www.bayut.com/pm/12887590/f3450ae9-2a50-4997-be17-6c334adb6989\\nRef: 10306-TYYAjq\"", \""Sent Time\"": \""2025-09-28 07:25:38\"", \""Delivered Time\"": \""2025-09-28 07:25:41\"", \""Read Time\"": \""2025-09-28 12:18:06\"", \""Agent Contacted Lead\"": \""2025-09-28 12:18:07\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,f5a200c06de4cc8e6ef534a3
bayut.com,,12887590,10306-TYYAjq,,,,Arabella 1,,CPID-7f9f69f79ea5c7e8,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Mudon,Arabella 1,,210000,7f9f69f79ea5c7e8,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,41,,,"{""source_platform"": ""bayut.com"", ""listing_url"": """", ""listing_id"": ""12887590"", ""broker_reference"": ""10306-TYYAjq"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Arabella 1"", ""unit_number"": """", ""community"": ""Mudon"", ""project_name"": ""Arabella 1"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""210000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""41"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-28\"", \""Lead Type\"": \""WhatsApp View\"", \""Sender Name\"": \""vani\"", \""Sender Number\"": \""6585699464\"", \""Listing ID\"": \""12887590\"", \""Reference No.\"": \""10306-TYYAjq\"", \""Property Type\"": \""Townhouse\"", \""Purpose\"": \""For Rent\"", \""Price (AED)\"": \""210,000\"", \""Location\"": \""Mudon\"", \""Sub Location\"": \""Arabella 1\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Hassan Kazabr\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""\"", \""Sent Time\"": \""-\"", \""Delivered Time\"": \""-\"", \""Read Time\"": \""-\"", \""Agent Contacted Lead\"": \""N/A\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,426397c59f6934b630b42529
bayut.com,https://www.bayut.com/pm/12891747/1b5e9a6b-25af-46af-93b5-c66056b269bf,12891747,10306-IF7GB3,,,,The Square Tower,,CPID-HASH-b3c8d4e4c27506fd,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Jumeirah Village Circle (JVC),The Square Tower,,575000,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,42,https://www.bayut.com/pm/12891747/1b5e9a6b-25af-46af-93b5-c66056b269bf,1b5e9a6b 25af 46af 93b5 c66056b269bf,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12891747/1b5e9a6b-25af-46af-93b5-c66056b269bf"", ""listing_id"": ""12891747"", ""broker_reference"": ""10306-IF7GB3"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""The Square Tower"", ""unit_number"": """", ""community"": ""Jumeirah Village Circle (JVC)"", ""project_name"": ""The Square Tower"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""575000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""42"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-28\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""..\"", \""Sender Number\"": \""971585019002\"", \""Listing ID\"": \""12891747\"", \""Reference No.\"": \""10306-IF7GB3\"", \""Property Type\"": \""Apartment\"", \""Purpose\"": \""For Sale\"", \""Price (AED)\"": \""575,000\"", \""Location\"": \""Jumeirah Village Circle (JVC)\"", \""Sub Location\"": \""The Square Tower\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Zaki Saleh Jawich\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi, I am interested in your property on Bayut: https://www.bayut.com/pm/12891747/1b5e9a6b-25af-46af-93b5-c66056b269bf\\nRef: 10306-IF7GB3\"", \""Sent Time\"": \""2025-09-28 03:54:27\"", \""Delivered Time\"": \""2025-09-28 03:54:29\"", \""Read Time\"": \""2025-09-28 14:31:21\"", \""Agent Contacted Lead\"": \""2025-09-28 14:31:33\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,c151d325a3c4d460d6fa0188
bayut.com,https://www.bayut.com/ar/pm/12895896/a9f0e907-e7ee-4655-95b5-8a07e5688f51,12895896,10306-nh3Rhn,,,,Binghatti Ruby,,CPID-HASH-03ce5f03f039f43e,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Jumeirah Village Circle (JVC),Binghatti Ruby,,974999,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,44,https://www.bayut.com/ar/pm/12895896/a9f0e907-e7ee-4655-95b5-8a07e5688f51,a9f0e907 e7ee 95b5 8a07e5688f51,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/ar/pm/12895896/a9f0e907-e7ee-4655-95b5-8a07e5688f51"", ""listing_id"": ""12895896"", ""broker_reference"": ""10306-nh3Rhn"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Binghatti Ruby"", ""unit_number"": """", ""community"": ""Jumeirah Village Circle (JVC)"", ""project_name"": ""Binghatti Ruby"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""974999"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""44"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-27\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""sausan\"", \""Sender Number\"": \""971502222458\"", \""Listing ID\"": \""12895896\"", \""Reference No.\"": \""10306-nh3Rhn\"", \""Property Type\"": \""Apartment\"", \""Purpose\"": \""For Sale\"", \""Price (AED)\"": \""974,999\"", \""Location\"": \""Jumeirah Village Circle (JVC)\"", \""Sub Location\"": \""Binghatti Ruby\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Zaki Saleh Jawich\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""مرحباً، أنا مهتم بعقارك الموجود على بيوت، رابط الإعلان: https://www.bayut.com/ar/pm/12895896/a9f0e907-e7ee-4655-95b5-8a07e5688f51\\nالرقم المرجعي 10306-nh3Rhn\"", \""Sent Time\"": \""2025-09-27 17:46:03\"", \""Delivered Time\"": \""2025-09-27 17:46:05\"", \""Read Time\"": \""2025-09-27 17:46:32\"", \""Agent Contacted Lead\"": \""2025-09-27 17:47:24\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,e578406ccd88808ddd330196
bayut.com,https://www.bayut.com/pm/12563975/58d0f687-12a7-4720-b21c-aaf92d7436a8,12563975,10306-NkdfoK,,,,Golf Terrace B,,CPID-HASH-2350ba8ece01f7f8,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,DAMAC Hills,Golf Terrace B,,65000,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,45,https://www.bayut.com/pm/12563975/58d0f687-12a7-4720-b21c-aaf92d7436a8,58d0f687 12a7 b21c aaf92d7436a8,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12563975/58d0f687-12a7-4720-b21c-aaf92d7436a8"", ""listing_id"": ""12563975"", ""broker_reference"": ""10306-NkdfoK"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Golf Terrace B"", ""unit_number"": """", ""community"": ""DAMAC Hills"", ""project_name"": ""Golf Terrace B"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""65000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""45"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-27\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""…\"", \""Sender Number\"": \""380639961506\"", \""Listing ID\"": \""12563975\"", \""Reference No.\"": \""10306-NkdfoK\"", \""Property Type\"": \""Apartment\"", \""Purpose\"": \""For Rent\"", \""Price (AED)\"": \""65,000\"", \""Location\"": \""DAMAC Hills\"", \""Sub Location\"": \""Golf Terrace B\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Omar Al Ahmar\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi, I am interested in your property on Bayut: https://www.bayut.com/pm/12563975/58d0f687-12a7-4720-b21c-aaf92d7436a8\\nRef: 10306-NkdfoK\"", \""Sent Time\"": \""2025-09-27 17:43:08\"", \""Delivered Time\"": \""2025-09-27 17:43:27\"", \""Read Time\"": \""2025-09-27 17:43:30\"", \""Agent Contacted Lead\"": \""2025-09-27 17:43:31\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,529c09f1e14f531ef8110458
bayut.com,https://www.bayut.com/pm/12899015/c253751f-cbf3-4355-b75c-604f883cc313,12899015,10306-WiibmU,,,,Karl Lagerfeld Villas,,CPID-HASH-0428b4c36c14b3c6,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Mohammed Bin Rashid City,Karl Lagerfeld Villas,,25105500,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,46,https://www.bayut.com/pm/12899015/c253751f-cbf3-4355-b75c-604f883cc313,c253751f cbf3 b75c 604f883cc313,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12899015/c253751f-cbf3-4355-b75c-604f883cc313"", ""listing_id"": ""12899015"", ""broker_reference"": ""10306-WiibmU"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Karl Lagerfeld Villas"", ""unit_number"": """", ""community"": ""Mohammed Bin Rashid City"", ""project_name"": ""Karl Lagerfeld Villas"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""25105500"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""46"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-27\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""andrey\"", \""Sender Number\"": \""79960779155\"", \""Listing ID\"": \""12899015\"", \""Reference No.\"": \""10306-WiibmU\"", \""Property Type\"": \""Villa\"", \""Purpose\"": \""For Sale\"", \""Price (AED)\"": \""25,105,500\"", \""Location\"": \""Mohammed Bin Rashid City\"", \""Sub Location\"": \""Karl Lagerfeld Villas\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Omar Al Ahmar\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Привет, я заинтересован в вашей недвижимости на Bayut: https://www.bayut.com/pm/12899015/c253751f-cbf3-4355-b75c-604f883cc313\\nСсылка: 10306-WiibmU\"", \""Sent Time\"": \""2025-09-27 11:05:40\"", \""Delivered Time\"": \""2025-09-27 11:28:20\"", \""Read Time\"": \""2025-09-27 11:30:32\"", \""Agent Contacted Lead\"": \""2025-09-27 11:30:34\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,7a9e37108ff4232b7c618dd7
bayut.com,https://www.bayut.com/pm/12025118/3852b3bd-754d-46f9-a3dd-0ee9523d8776,12025118,10306-38X5QO,,,,Sharjah Sustainable City,,CPID-HASH-7662285327a1b5a8,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,Al Rahmaniya,Sharjah Sustainable City,,1850000,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,47,https://www.bayut.com/pm/12025118/3852b3bd-754d-46f9-a3dd-0ee9523d8776,3852b3bd 754d 46f9 a3dd 0ee9523d8776,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12025118/3852b3bd-754d-46f9-a3dd-0ee9523d8776"", ""listing_id"": ""12025118"", ""broker_reference"": ""10306-38X5QO"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Sharjah Sustainable City"", ""unit_number"": """", ""community"": ""Al Rahmaniya"", ""project_name"": ""Sharjah Sustainable City"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""1850000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""47"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-26\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""luxegacy~\"", \""Sender Number\"": \""971504819324\"", \""Listing ID\"": \""12025118\"", \""Reference No.\"": \""10306-38X5QO\"", \""Property Type\"": \""Townhouse\"", \""Purpose\"": \""For Sale\"", \""Price (AED)\"": \""1,850,000\"", \""Location\"": \""Al Rahmaniya\"", \""Sub Location\"": \""Sharjah Sustainable City\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Vijeet Dominic\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi, I am interested in your property on Bayut: https://www.bayut.com/pm/12025118/3852b3bd-754d-46f9-a3dd-0ee9523d8776\\nRef: 10306-38X5QO\"", \""Sent Time\"": \""2025-09-26 21:55:01\"", \""Delivered Time\"": \""2025-09-26 21:55:04\"", \""Read Time\"": \""2025-09-26 21:55:31\"", \""Agent Contacted Lead\"": \""2025-09-26 21:56:53\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,02a17c46f9843573868b79a7
bayut.com,https://www.bayut.com/brokers/zaki-saleh-jawich-2025488/df702c22-fd69-4f09-882c-58a0be3be89a,2025488,,,,,,,CPID-HASH-9e9b9a715f243644,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,,,,,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,48,https://www.bayut.com/brokers/zaki-saleh-jawich-2025488/df702c22-fd69-4f09-882c-58a0be3be89a,df702c22 fd69 4f09 882c 58a0be3be89a,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/brokers/zaki-saleh-jawich-2025488/df702c22-fd69-4f09-882c-58a0be3be89a"", ""listing_id"": """", ""broker_reference"": """", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": """", ""unit_number"": """", ""community"": """", ""project_name"": """", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": """", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""48"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-26\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""memon\"", \""Sender Number\"": \""918320566504\"", \""Listing ID\"": \""\"", \""Reference No.\"": \""\"", \""Property Type\"": \""\"", \""Purpose\"": \""\"", \""Price (AED)\"": \""-\"", \""Location\"": \""\"", \""Sub Location\"": \""\"", \""Enquiry From\"": \""Agent Profile\"", \""Agent Name\"": \""Zaki Saleh Jawich\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi Zaki Saleh Jawich, I came across your profile on Bayut and would like to discuss my property needs with you. Reference Link: https://www.bayut.com/brokers/zaki-saleh-jawich-2025488/df702c22-fd69-4f09-882c-58a0be3be89a\"", \""Sent Time\"": \""2025-09-26 15:29:52\"", \""Delivered Time\"": \""2025-09-26 15:29:53\"", \""Read Time\"": \""2025-09-26 15:30:04\"", \""Agent Contacted Lead\"": \""2025-09-26 15:30:10\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""Buying/Renting\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,297a55cf6498f3a7d6536139
bayut.com,https://www.bayut.com/brokers/hassan-mesrabi-991967/58aaf7d3-f8f9-40ec-a939-08bb022b7b32,991967,,,,,,,CPID-HASH-9f0bffb889c70657,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,,,,,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,49,https://www.bayut.com/brokers/hassan-mesrabi-991967/58aaf7d3-f8f9-40ec-a939-08bb022b7b32,58aaf7d3 f8f9 40ec a939 08bb022b7b32,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/brokers/hassan-mesrabi-991967/58aaf7d3-f8f9-40ec-a939-08bb022b7b32"", ""listing_id"": """", ""broker_reference"": """", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": """", ""unit_number"": """", ""community"": """", ""project_name"": """", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": """", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""49"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-26\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""memon\"", \""Sender Number\"": \""918320566504\"", \""Listing ID\"": \""\"", \""Reference No.\"": \""\"", \""Property Type\"": \""\"", \""Purpose\"": \""\"", \""Price (AED)\"": \""-\"", \""Location\"": \""\"", \""Sub Location\"": \""\"", \""Enquiry From\"": \""Agent Profile\"", \""Agent Name\"": \""Hassan Mesrabi\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi Hassan Mesrabi, I came across your profile on Bayut and would like to discuss my property needs with you. Reference Link: https://www.bayut.com/brokers/hassan-mesrabi-991967/58aaf7d3-f8f9-40ec-a939-08bb022b7b32\"", \""Sent Time\"": \""2025-09-26 15:28:10\"", \""Delivered Time\"": \""2025-09-26 15:28:11\"", \""Read Time\"": \""2025-09-26 16:11:03\"", \""Agent Contacted Lead\"": \""2025-09-26 16:11:03\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""Buying/Renting\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,ce8af0f7a9731b34dddeabda
bayut.com,https://www.bayut.com/pm/12541092/90fc37e3-5d45-4b94-866d-9fee0914201d,12541092,10306-tVFU8O,,,,Golf Vita A,,CPID-HASH-060aece6934d17ae,80,2026-06-27T02:40:13+00:00,2026-06-27T02:45:48+00:00,DAMAC Hills,Golf Vita A,,60000,,NO,BAYUT OVER ALL LEAD.xlsx,WHATS APP,50,https://www.bayut.com/pm/12541092/90fc37e3-5d45-4b94-866d-9fee0914201d,90fc37e3 5d45 4b94 866d 9fee0914201d,"{""source_platform"": ""bayut.com"", ""listing_url"": ""https://www.bayut.com/pm/12541092/90fc37e3-5d45-4b94-866d-9fee0914201d"", ""listing_id"": ""12541092"", ""broker_reference"": ""10306-tVFU8O"", ""permit_number"": """", ""property_number"": """", ""plot_number"": """", ""building_name"": ""Golf Vita A"", ""unit_number"": """", ""community"": ""DAMAC Hills"", ""project_name"": ""Golf Vita A"", ""resolver_record_id"": """", ""canonical_property_id"": """", ""confidence"": """", ""source_updated_at"": ""2026-06-27T02:40:13+00:00"", ""created_at"": ""2026-06-27T02:45:48+00:00"", ""size_clues"": """", ""price_clues"": ""60000"", ""owner_contact_available"": ""NO"", ""source_file"": ""BAYUT OVER ALL LEAD.xlsx"", ""source_sheet"": ""WHATS APP "", ""row_number"": ""50"", ""raw_payload_json"": ""{\""Date\"": \""2025-09-26\"", \""Lead Type\"": \""WhatsApp Message\"", \""Sender Name\"": \""antoine taymour sfeir\"", \""Sender Number\"": \""971586621034\"", \""Listing ID\"": \""12541092\"", \""Reference No.\"": \""10306-tVFU8O\"", \""Property Type\"": \""Apartment\"", \""Purpose\"": \""For Rent\"", \""Price (AED)\"": \""60,000\"", \""Location\"": \""DAMAC Hills\"", \""Sub Location\"": \""Golf Vita A\"", \""Enquiry From\"": \""Property Listing\"", \""Agent Name\"": \""Amr Burhani\"", \""Property Link in Message\"": \""Not Opened\"", \""Message from Lead\"": \""Hi, I am interested in your property on Bayut: https://www.bayut.com/pm/12541092/90fc37e3-5d45-4b94-866d-9fee0914201d\\nRef: 10306-tVFU8O\"", \""Sent Time\"": \""2025-09-26 12:25:04\"", \""Delivered Time\"": \""2025-09-26 12:25:06\"", \""Read Time\"": \""2025-09-26 12:52:53\"", \""Agent Contacted Lead\"": \""2025-09-26 12:52:53\"", \""Lead Contacted Agent\"": \""N/A\"", \""Visitor Intent\"": \""-\"", \""_sheet_name\"": \""WHATS APP \""}""}",partial_bridge,a30ddd465586ac6825b8699e
